date,home_team,away_team,home_score,away_score,tournament,neutral
2023-02-07,Switzerland,Uruguay,0,1,Friendly,False
2023-02-08,Japan,Uruguay,2,4,Friendly,False
2023-02-10,Croatia,Panama,1,1,Friendly,False
2023-02-11,Poland,Colombia,1,0,Friendly,False
2023-02-12,Spain,Germany,7,1,Friendly,False
2023-02-13,Panama,Serbia,1,0,Friendly,False
2023-02-14,Australia,Costa Rica,3,0,Friendly,True
2023-02-16,Morocco,Brazil,2,1,Friendly,False
2023-02-17,Belgium,Colombia,2,3,Friendly,False
2023-02-18,Argentina,Denmark,1,1,Friendly,True
2023-02-19,England,USA,3,0,Friendly,False
2023-02-21,Morocco,Germany,1,0,Friendly,False
2023-02-22,Spain,Argentina,0,4,Friendly,True
2023-02-23,Colombia,France,1,3,Friendly,False
2023-02-24,Saudi Arabia,England,0,2,Friendly,True
2023-02-26,Argentina,USA,3,2,Friendly,False
2023-02-27,USA,Italy,1,2,Friendly,False
2023-02-28,Qatar,Argentina,1,2,Friendly,False
2023-03-01,Denmark,France,2,4,Friendly,True
2023-03-02,Germany,Ghana,1,1,Friendly,False
2023-03-04,South Korea,Serbia,0,2,Friendly,False
2023-03-05,Serbia,Panama,1,1,Friendly,False
2023-03-06,Saudi Arabia,France,1,3,Friendly,True
2023-03-07,Switzerland,Italy,1,0,Friendly,False
2023-03-09,Ecuador,Morocco,1,2,Friendly,False
2023-03-10,Japan,Germany,0,1,Friendly,False
2023-03-11,France,Ecuador,2,3,Friendly,False
2023-03-12,Panama,Switzerland,1,3,Friendly,True
2023-03-14,Colombia,New Zealand,0,1,Friendly,False
2023-03-15,Costa Rica,Japan,0,0,Friendly,False
2023-03-16,South Korea,Uruguay,0,0,Friendly,True
2023-03-17,Colombia,Belgium,2,1,Friendly,True
2023-03-18,Saudi Arabia,Italy,0,3,Friendly,False
2023-03-20,Morocco,Netherlands,1,2,Friendly,False
2023-03-21,Brazil,Poland,5,1,Friendly,False
2023-03-22,USA,Brazil,1,2,Friendly,True
2023-03-23,Canada,Mexico,0,1,Friendly,False
2023-03-25,Switzerland,Mexico,3,2,Friendly,True
2023-03-26,Serbia,Australia,2,2,Friendly,False
2023-03-27,Mexico,Saudi Arabia,3,3,Friendly,False
2023-03-28,Uruguay,Ghana,2,1,Friendly,False
2023-03-30,Denmark,Germany,5,1,Friendly,False
2023-03-31,Mexico,New Zealand,1,1,Friendly,False
2023-04-01,England,Spain,0,3,Friendly,True
2023-04-02,Canada,Japan,0,2,Friendly,False
2023-04-03,Morocco,Switzerland,2,0,Friendly,True
2023-04-05,USA,Saudi Arabia,0,4,Friendly,False
2023-04-06,Croatia,Germany,2,2,Friendly,False
2023-04-07,Brazil,Panama,2,1,Friendly,False
2023-04-08,Italy,Poland,1,1,Friendly,False
2023-04-10,USA,Costa Rica,1,2,Friendly,True
2023-04-11,Denmark,Spain,1,1,Friendly,False
2023-04-12,Switzerland,Argentina,2,3,Friendly,False
2023-04-13,Croatia,Argentina,1,1,Friendly,False
2023-04-14,Qatar,South Korea,2,1,Friendly,True
2023-04-16,USA,South Korea,3,2,Friendly,False
2023-04-17,Australia,Germany,3,2,Friendly,False
2023-04-18,New Zealand,Ghana,1,3,Friendly,False
2023-04-19,Saudi Arabia,USA,0,0,Friendly,True
2023-04-21,Qatar,Portugal,1,4,Friendly,False
2023-04-22,New Zealand,Senegal,1,2,Friendly,False
2023-04-23,Germany,Ghana,0,0,Friendly,True
2023-04-24,Germany,Croatia,1,2,Friendly,True
2023-04-26,Saudi Arabia,Japan,2,2,Friendly,False
2023-04-27,Serbia,Portugal,2,3,Friendly,True
2023-04-28,Portugal,Germany,4,2,Friendly,False
2023-04-29,Serbia,Germany,0,2,Friendly,False
2023-04-30,Australia,Argentina,0,2,Friendly,False
2023-05-02,Morocco,Ecuador,2,1,Friendly,False
2023-05-03,Japan,Argentina,2,6,Friendly,False
2023-05-04,Qatar,Australia,0,1,Friendly,False
2023-05-05,Australia,Japan,3,5,Friendly,False
2023-05-07,Panama,Canada,0,1,Friendly,False
2023-05-08,Mexico,Colombia,1,2,Friendly,True
2023-05-09,Spain,Uruguay,2,1,Friendly,False
2023-05-10,France,Qatar,2,0,Friendly,True
2023-05-12,New Zealand,Canada,1,1,Friendly,False
2023-05-13,France,Italy,1,1,Friendly,True
2023-05-14,Denmark,Costa Rica,1,0,Friendly,True
2023-05-15,Switzerland,Mexico,0,3,Friendly,True
2023-05-16,USA,Saudi Arabia,1,1,Friendly,True
2023-05-18,Croatia,Colombia,1,1,Friendly,False
2023-05-19,Colombia,Belgium,3,1,Friendly,False
2023-05-20,Mexico,Netherlands,3,1,Friendly,True
2023-05-21,Senegal,Uruguay,3,1,Friendly,False
2023-05-23,Argentina,Morocco,1,2,Friendly,False
2023-05-24,Ecuador,Canada,2,0,Friendly,True
2023-05-25,Switzerland,Spain,1,2,Friendly,False
2023-05-26,Spain,Germany,3,1,Friendly,False
2023-05-28,Morocco,France,1,1,Friendly,False
2023-05-29,Qatar,South Korea,1,1,Friendly,False
2023-05-30,Spain,Argentina,2,3,Friendly,False
2023-05-31,Argentina,Ecuador,2,1,Friendly,False
2023-06-01,Serbia,Saudi Arabia,2,1,Friendly,False
2023-06-03,Saudi Arabia,Brazil,0,3,Friendly,True
2023-06-04,Senegal,Spain,0,0,Friendly,True
2023-06-05,Japan,Poland,1,0,Friendly,False
2023-06-06,England,Morocco,0,0,Friendly,False
2023-06-08,Denmark,Colombia,3,1,Friendly,True
2023-06-09,Australia,South Korea,0,2,Friendly,False
2023-06-10,Portugal,Mexico,5,1,Friendly,False
2023-06-11,England,Japan,1,0,Friendly,False
2023-06-12,Costa Rica,Morocco,1,2,Friendly,False
2023-06-14,Serbia,England,1,1,Friendly,True
2023-06-15,Spain,USA,3,0,Friendly,False
2023-06-16,Japan,Belgium,1,2,Friendly,False
2023-06-17,Italy,Netherlands,2,0,Friendly,False
2023-06-19,USA,Serbia,0,1,Friendly,True
2023-06-20,Switzerland,Spain,0,0,Friendly,True
2023-06-21,Ecuador,Croatia,5,2,Friendly,False
2023-06-22,Uruguay,USA,0,2,Friendly,False
2023-06-24,Portugal,Brazil,4,2,Friendly,False
2023-06-25,Netherlands,USA,4,0,Friendly,False
2023-06-26,Argentina,Uruguay,4,0,Friendly,False
2023-06-27,Spain,Mexico,4,0,Friendly,False
2023-06-28,Saudi Arabia,Serbia,0,0,Friendly,False
2023-06-30,Colombia,Costa Rica,2,1,Friendly,True
2023-07-01,Colombia,Ecuador,0,1,Friendly,False
2023-07-02,France,Uruguay,1,0,Friendly,False
2023-07-03,Brazil,Croatia,4,2,Friendly,False
2023-07-05,South Korea,Senegal,3,1,Friendly,False
2023-07-06,Germany,Costa Rica,2,0,Friendly,False
2023-07-07,Morocco,Brazil,3,2,Friendly,False
2023-07-08,South Korea,Brazil,1,2,Friendly,False
2023-07-10,Portugal,Saudi Arabia,3,0,Friendly,False
2023-07-11,Saudi Arabia,Mexico,1,1,Friendly,True
2023-07-12,Belgium,South Korea,1,1,Friendly,False
2023-07-13,Denmark,Costa Rica,3,2,Friendly,False
2023-07-14,Brazil,New Zealand,3,1,Friendly,False
2023-07-16,South Korea,Brazil,0,2,Friendly,False
2023-07-17,Switzerland,Italy,3,1,Friendly,False
2023-07-18,Portugal,Belgium,0,0,Friendly,True
2023-07-19,Portugal,South Korea,3,1,Friendly,True
2023-07-21,Panama,Portugal,0,1,Friendly,False
2023-07-22,Australia,Poland,2,0,Friendly,False
2023-07-23,Germany,Canada,1,2,Friendly,True
2023-07-24,South Korea,Uruguay,2,4,Friendly,False
2023-07-26,Colombia,New Zealand,2,1,Friendly,False
2023-07-27,Italy,Costa Rica,0,0,Friendly,False
2023-07-28,Poland,Italy,3,1,Friendly,False
2023-07-29,England,Panama,1,1,Friendly,False
2023-07-30,Australia,Serbia,1,1,Friendly,False
2023-08-01,Ecuador,Uruguay,1,3,Friendly,False
2023-08-02,Senegal,New Zealand,2,1,Friendly,True
2023-08-03,Ghana,Brazil,1,0,Friendly,False
2023-08-04,Belgium,Spain,1,1,Friendly,True
2023-08-06,Denmark,Senegal,4,0,Friendly,False
2023-08-07,Ecuador,Poland,1,2,Friendly,False
2023-08-08,USA,Argentina,3,1,Friendly,False
2023-08-09,Senegal,Netherlands,0,2,Friendly,False
2023-08-11,Uruguay,France,2,1,Friendly,False
2023-08-12,Ecuador,Brazil,2,0,Friendly,False
2023-08-13,Netherlands,Germany,3,1,Friendly,False
2023-08-14,Colombia,Canada,0,1,Friendly,True
2023-08-15,France,USA,4,1,Friendly,False
2023-08-17,Italy,Mexico,2,0,Friendly,False
2023-08-18,Colombia,South Korea,3,0,Friendly,False
2023-08-19,Uruguay,Mexico,1,1,Friendly,False
2023-08-20,Portugal,Qatar,3,2,Friendly,True
2023-08-22,England,Uruguay,3,1,Friendly,False
2023-08-23,Portugal,Netherlands,2,1,Friendly,False
2023-08-24,Senegal,Serbia,3,2,Friendly,False
2023-08-25,Switzerland,South Korea,2,0,Friendly,False
2023-08-26,Colombia,New Zealand,4,0,Friendly,False
2023-08-28,Canada,Australia,2,4,Friendly,False
2023-08-29,Brazil,Italy,1,0,Friendly,False
2023-08-30,Brazil,Canada,2,1,Friendly,False
2023-08-31,Uruguay,Australia,3,0,Friendly,False
2023-09-02,USA,Morocco,0,0,Friendly,True
2023-09-03,Panama,Saudi Arabia,1,1,Friendly,True
2023-09-04,USA,Argentina,1,3,Friendly,False
2023-09-05,England,Germany,0,2,Friendly,False
2023-09-07,Poland,Belgium,1,1,Friendly,True
2023-09-08,Costa Rica,France,2,0,Friendly,True
2023-09-09,Brazil,New Zealand,2,1,Friendly,False
2023-09-10,England,New Zealand,5,1,Friendly,False
2023-09-11,Canada,Japan,2,0,Friendly,False
2023-09-13,New Zealand,Ecuador,1,2,Friendly,False
2023-09-14,Belgium,Serbia,1,0,Friendly,False
2023-09-15,Germany,Mexico,1,0,Friendly,True
2023-09-16,Saudi Arabia,Colombia,2,2,Friendly,False
2023-09-18,South Korea,New Zealand,4,0,Friendly,False
2023-09-19,Denmark,Senegal,2,2,Friendly,True
2023-09-20,Ghana,Senegal,2,1,Friendly,True
2023-09-21,Colombia,Denmark,2,0,Friendly,False
2023-09-23,England,Serbia,2,0,Friendly,False
2023-09-24,Australia,Netherlands,0,1,Friendly,False
2023-09-25,Belgium,Argentina,0,3,Friendly,False
2023-09-26,Uruguay,Senegal,2,0,Friendly,False
2023-09-27,Germany,Australia,1,1,Friendly,True
2023-09-29,Switzerland,Japan,1,0,Friendly,False
2023-09-30,Denmark,Switzerland,3,2,Friendly,True
2023-10-01,Ghana,Belgium,2,1,Friendly,False
2023-10-02,Australia,Germany,2,1,Friendly,True
2023-10-04,Croatia,Canada,1,0,Friendly,False
2023-10-05,Costa Rica,Brazil,1,3,Friendly,True
2023-10-06,USA,New Zealand,2,0,Friendly,True
2023-10-07,Germany,Canada,2,2,Friendly,False
2023-10-09,Netherlands,Spain,2,0,Friendly,False
2023-10-10,Poland,Brazil,0,1,Friendly,False
2023-10-11,USA,Portugal,0,2,Friendly,True
2023-10-12,Saudi Arabia,Ghana,1,0,Friendly,True
2023-10-13,Ecuador,Japan,3,3,Friendly,False
2023-10-15,Germany,Italy,2,2,Friendly,True
2023-10-16,Netherlands,Argentina,1,3,Friendly,False
2023-10-17,Switzerland,Australia,1,1,Friendly,False
2023-10-18,New Zealand,Germany,0,3,Friendly,False
2023-10-20,Germany,USA,0,1,Friendly,False
2023-10-21,Qatar,Spain,1,3,Friendly,False
2023-10-22,Croatia,Senegal,2,2,Friendly,False
2023-10-23,USA,Switzerland,2,0,Friendly,False
2023-10-24,Switzerland,Belgium,2,3,Friendly,False
2023-10-26,Denmark,Costa Rica,3,0,Friendly,False
2023-10-27,Australia,Poland,2,0,Friendly,True
2023-10-28,Ghana,Spain,0,2,Friendly,False
2023-10-29,South Korea,Belgium,3,1,Friendly,False
2023-10-31,Canada,USA,0,3,Friendly,False
2023-11-01,Morocco,Panama,3,0,Friendly,False
2023-11-02,Senegal,Ghana,2,2,Friendly,False
2023-11-03,Ghana,Senegal,1,1,Friendly,True
2023-11-05,Brazil,Costa Rica,1,0,Friendly,False
2023-11-06,Mexico,Morocco,0,1,Friendly,False
2023-11-07,Italy,Croatia,0,3,Friendly,True
2023-11-08,England,South Korea,1,3,Friendly,False
2023-11-09,France,Denmark,0,1,Friendly,True
2023-11-11,France,Qatar,1,1,Friendly,False
2023-11-12,Switzerland,Spain,2,0,Friendly,False
2023-11-13,Italy,Argentina,0,2,Friendly,False
2023-11-14,Australia,Switzerland,2,3,Friendly,True
2023-11-16,Qatar,Netherlands,1,1,Friendly,False
2023-11-17,Saudi Arabia,Canada,2,1,Friendly,False
2023-11-18,Brazil,Serbia,2,0,Friendly,True
2023-11-19,Morocco,Costa Rica,4,0,Friendly,False
2023-11-21,Croatia,Australia,0,0,Friendly,True
2023-11-22,USA,Ghana,2,1,Friendly,False
2023-11-23,Mexico,Ghana,1,2,Friendly,False
2023-11-24,South Korea,USA,1,1,Friendly,False
2023-11-25,Colombia,Poland,2,0,Friendly,False
2023-11-27,Ecuador,Poland,1,1,Friendly,True
2023-11-28,Colombia,Portugal,3,1,Friendly,False
2023-11-29,Japan,Costa Rica,1,0,Friendly,True
2023-11-30,Spain,France,1,1,Friendly,False
2023-12-02,Panama,Poland,1,0,Friendly,False
2023-12-03,Portugal,France,2,1,Friendly,False
2023-12-04,Portugal,Ecuador,1,0,Friendly,False
2023-12-05,Senegal,Canada,2,1,Friendly,False
2023-12-07,Saudi Arabia,Qatar,2,1,Friendly,True
2023-12-08,Panama,Serbia,2,2,Friendly,False
2023-12-09,Canada,USA,0,3,Friendly,False
2023-12-10,Colombia,South Korea,1,1,Friendly,False
2023-12-11,Qatar,South Korea,1,3,Friendly,True
2023-12-13,New Zealand,Mexico,1,0,Friendly,True
2023-12-14,Brazil,Denmark,1,2,Friendly,False
2023-12-15,Italy,Mexico,1,1,Friendly,True
2023-12-16,Australia,Costa Rica,1,1,Friendly,False
2023-12-18,South Korea,Argentina,0,1,Friendly,True
2023-12-19,Ghana,South Korea,2,1,Friendly,False
2023-12-20,Morocco,Netherlands,2,1,Friendly,False
2023-12-21,Panama,Argentina,4,4,Friendly,True
2023-12-22,Belgium,Qatar,2,2,Friendly,False
2023-12-24,Qatar,Saudi Arabia,0,1,Friendly,False
2023-12-25,Denmark,Saudi Arabia,2,1,Friendly,False
2023-12-26,Argentina,Italy,1,0,Friendly,False
2023-12-27,Saudi Arabia,Italy,3,1,Friendly,False
2023-12-29,Poland,Mexico,1,1,Friendly,False
2023-12-30,Panama,Belgium,1,0,Friendly,False
2023-12-31,England,Italy,0,4,Friendly,True
2024-01-01,France,Belgium,4,0,Friendly,False
2024-01-03,Panama,Morocco,0,2,Friendly,True
2024-01-04,Ghana,Spain,0,2,Friendly,False
2024-01-05,Saudi Arabia,Mexico,2,3,Friendly,False
2024-01-06,Croatia,France,0,2,Friendly,True
2024-01-07,New Zealand,Saudi Arabia,3,0,Friendly,False
2024-01-09,USA,South Korea,2,0,Friendly,True
2024-01-10,Japan,Portugal,0,1,Friendly,False
2024-01-11,Croatia,Uruguay,0,1,Friendly,True
2024-01-12,Brazil,Canada,2,0,Friendly,True
2024-01-14,Belgium,Panama,4,2,Friendly,False
2024-01-15,Panama,Colombia,1,2,Friendly,False
2024-01-16,Saudi Arabia,New Zealand,0,1,Friendly,False
2024-01-17,Colombia,Belgium,2,1,Friendly,False
2024-01-19,Brazil,Serbia,2,1,Friendly,False
2024-01-20,Spain,Serbia,0,1,Friendly,False
2024-01-21,Australia,Senegal,0,0,Friendly,False
2024-01-22,England,Canada,2,0,Friendly,True
2024-01-23,Belgium,Brazil,4,0,Friendly,False
2024-01-25,Serbia,Belgium,2,2,Friendly,False
2024-01-26,Brazil,Portugal,2,1,Friendly,False
2024-01-27,Japan,England,1,1,Friendly,False
2024-01-28,Ecuador,Portugal,1,2,Friendly,True
2024-01-30,Poland,Croatia,1,0,Friendly,True
2024-01-31,France,USA,3,0,Friendly,False
2024-02-01,Serbia,England,1,1,Friendly,True
2024-02-02,Croatia,Australia,4,1,Friendly,False
2024-02-04,Panama,Ghana,0,2,Friendly,False
2024-02-05,England,Portugal,0,1,Friendly,False
2024-02-06,Italy,Qatar,4,0,Friendly,True
2024-02-07,Costa Rica,Belgium,2,0,Friendly,False
2024-02-08,Belgium,Colombia,0,4,Friendly,False
2024-02-10,Saudi Arabia,France,0,2,Friendly,False
2024-02-11,Germany,South Korea,4,2,Friendly,False
2024-02-12,Mexico,Senegal,2,2,Friendly,False
2024-02-13,Morocco,New Zealand,1,1,Friendly,True
2024-02-15,Denmark,Germany,2,1,Friendly,False
2024-02-16,Spain,Serbia,5,2,Friendly,True
2024-02-17,Qatar,England,0,2,Friendly,False
2024-02-18,Poland,Japan,0,1,Friendly,True
2024-02-19,Spain,Germany,1,0,Friendly,False
2024-02-21,Brazil,Serbia,1,1,Friendly,False
2024-02-22,Argentina,Denmark,1,2,Friendly,False
2024-02-23,Colombia,England,3,6,Friendly,False
2024-02-24,Portugal,Senegal,3,0,Friendly,False
2024-02-26,Portugal,England,1,0,Friendly,True
2024-02-27,Brazil,Panama,2,1,Friendly,False
2024-02-28,Switzerland,Netherlands,0,1,Friendly,False
2024-02-29,England,Portugal,1,1,Friendly,False
2024-03-02,Poland,Argentina,1,3,Friendly,False
2024-03-03,France,Germany,1,1,Friendly,True
2024-03-04,Mexico,Denmark,4,0,Friendly,False
2024-03-05,Netherlands,Spain,1,4,Friendly,False
2024-03-06,Qatar,Croatia,2,4,Friendly,False
2024-03-08,Denmark,Australia,2,0,Friendly,False
2024-03-09,Portugal,Saudi Arabia,2,1,Friendly,False
2024-03-10,Colombia,New Zealand,3,0,Friendly,False
2024-03-11,Saudi Arabia,Qatar,2,2,Friendly,False
2024-03-13,Colombia,Uruguay,2,3,Friendly,False
2024-03-14,Brazil,Netherlands,3,1,Friendly,False
2024-03-15,Poland,Denmark,1,1,Friendly,True
2024-03-16,Argentina,Switzerland,0,0,Friendly,True
2024-03-18,Senegal,Spain,0,5,Friendly,False
2024-03-19,USA,Ghana,4,1,Friendly,False
2024-03-20,Belgium,Ecuador,0,0,Friendly,False
2024-03-21,Costa Rica,France,3,2,Friendly,False
2024-03-22,Morocco,Costa Rica,2,1,Friendly,False
2024-03-24,Costa Rica,Uruguay,1,1,Friendly,False
2024-03-25,Netherlands,Argentina,1,3,Friendly,False
2024-03-26,Japan,Serbia,2,2,Friendly,True
2024-03-27,Brazil,Japan,2,0,Friendly,False
2024-03-29,Poland,Portugal,0,2,Friendly,False
2024-03-30,Uruguay,Argentina,2,4,Friendly,False
2024-03-31,Poland,Belgium,1,2,Friendly,False
2024-04-01,Colombia,Switzerland,2,1,Friendly,True
2024-04-03,Ecuador,Croatia,0,2,Friendly,False
2024-04-04,Argentina,Italy,5,1,Friendly,False
2024-04-05,Uruguay,Switzerland,3,2,Friendly,False
2024-04-06,USA,Ecuador,3,0,Friendly,False
2024-04-07,France,Argentina,0,5,Friendly,False
2024-04-09,Poland,Ghana,1,1,Friendly,False
2024-04-10,Uruguay,New Zealand,5,2,Friendly,False
2024-04-11,Italy,Germany,0,1,Friendly,False
2024-04-12,Japan,Qatar,3,1,Friendly,False
2024-04-14,USA,Qatar,3,1,Friendly,False
2024-04-15,Qatar,Colombia,1,3,Friendly,False
2024-04-16,Qatar,Netherlands,4,5,Friendly,True
2024-04-17,Costa Rica,Colombia,2,2,Friendly,False
2024-04-19,Panama,Italy,3,1,Friendly,False
2024-04-20,Saudi Arabia,USA,1,2,Friendly,False
2024-04-21,Senegal,Mexico,4,1,Friendly,False
2024-04-22,Italy,Poland,2,1,Friendly,False
2024-04-23,Netherlands,Serbia,1,1,Friendly,True
2024-04-25,Morocco,Switzerland,4,1,Friendly,False
2024-04-26,Serbia,Senegal,1,2,Friendly,False
2024-04-27,Belgium,England,2,0,Friendly,False
2024-04-28,Croatia,Uruguay,1,2,Friendly,True
2024-04-30,Colombia,Denmark,2,0,Friendly,False
2024-05-01,Poland,USA,2,1,Friendly,False
2024-05-02,Brazil,Australia,2,0,Friendly,False
2024-05-03,Qatar,Mexico,1,1,Friendly,True
2024-05-04,Colombia,Belgium,3,3,Friendly,False
2024-05-06,Mexico,Switzerland,3,2,Friendly,False
2024-05-07,South Korea,New Zealand,5,2,Friendly,False
2024-05-08,New Zealand,Poland,4,3,Friendly,False
2024-05-09,Denmark,Croatia,3,2,Friendly,False
2024-05-11,Italy,Switzerland,2,2,Friendly,False
2024-05-12,Uruguay,Serbia,1,2,Friendly,True
2024-05-13,Costa Rica,Brazil,3,3,Friendly,False
2024-05-14,Denmark,New Zealand,1,2,Friendly,False
2024-05-16,Qatar,Saudi Arabia,1,0,Friendly,False
2024-05-17,Uruguay,Denmark,2,1,Friendly,False
2024-05-18,Italy,Belgium,2,1,Friendly,False
2024-05-19,Portugal,Croatia,1,0,Friendly,True
2024-05-20,USA,Costa Rica,2,0,Friendly,False
2024-05-22,Germany,Spain,1,2,Friendly,True
2024-05-23,France,Serbia,2,2,Friendly,False
2024-05-24,Poland,Japan,2,0,Friendly,False
2024-05-25,Colombia,Panama,8,2,Friendly,False
2024-05-27,Qatar,South Korea,0,3,Friendly,False
2024-05-28,Morocco,Colombia,1,2,Friendly,True
2024-05-29,Saudi Arabia,Belgium,0,1,Friendly,False
2024-05-30,Morocco,England,2,2,Friendly,False
2024-06-01,Germany,Panama,0,0,Friendly,False
2024-06-02,Morocco,Netherlands,1,3,Friendly,False
2024-06-03,Portugal,Senegal,2,0,Friendly,False
2024-06-04,Uruguay,Ecuador,1,1,Friendly,False
2024-06-05,Denmark,France,1,1,Friendly,True
2024-06-07,France,England,2,1,Friendly,False
2024-06-08,Italy,Costa Rica,0,1,Friendly,False
2024-06-09,Costa Rica,Qatar,1,1,Friendly,False
2024-06-10,Uruguay,Japan,2,6,Friendly,True
2024-06-12,Brazil,Ghana,1,0,Friendly,True
2024-06-13,Denmark,Portugal,1,1,Friendly,False
2024-06-14,Panama,Costa Rica,1,0,Friendly,False
2024-06-15,Ghana,France,2,2,Friendly,False
2024-06-17,Poland,Ecuador,0,1,Friendly,False
2024-06-18,Canada,Uruguay,1,2,Friendly,False
2024-06-19,Brazil,Costa Rica,1,2,Friendly,True
2024-06-20,Morocco,South Korea,3,1,Friendly,False
2024-06-21,USA,Germany,2,2,Friendly,False
2024-06-23,Qatar,Poland,1,1,Friendly,False
2024-06-24,England,Brazil,1,3,Friendly,True
2024-06-25,Serbia,Poland,2,1,Friendly,True
2024-06-26,Costa Rica,Panama,2,0,Friendly,False
2024-06-28,France,Poland,1,1,Friendly,True
2024-06-29,New Zealand,South Korea,0,2,Friendly,True
2024-06-30,Japan,Ghana,4,1,Friendly,False
2024-07-01,France,Colombia,0,4,Friendly,False
2024-07-02,South Korea,Morocco,2,4,Friendly,True
2024-07-04,Qatar,Ecuador,4,3,Friendly,True
2024-07-05,Croatia,France,1,1,Friendly,False
2024-07-06,Spain,Panama,3,0,Friendly,False
2024-07-07,Belgium,England,2,7,Friendly,False
2024-07-09,Senegal,Panama,0,0,Friendly,False
2024-07-10,Morocco,Argentina,1,2,Friendly,True
2024-07-11,Italy,Morocco,1,4,Friendly,True
2024-07-12,Ecuador,Argentina,2,1,Friendly,False
2024-07-14,Panama,Brazil,1,0,Friendly,True
2024-07-15,Qatar,Belgium,1,3,Friendly,False
2024-07-16,Poland,Italy,4,1,Friendly,False
2024-07-17,Saudi Arabia,Belgium,4,2,Friendly,False
2024-07-18,Mexico,Morocco,0,1,Friendly,False
2024-07-20,Italy,Qatar,2,0,Friendly,True
2024-07-21,Serbia,Portugal,3,4,Friendly,False
2024-07-22,Serbia,France,0,3,Friendly,False
2024-07-23,Serbia,Morocco,3,3,Friendly,False
2024-07-25,South Korea,Qatar,2,0,Friendly,True
2024-07-26,Senegal,Saudi Arabia,1,1,Friendly,False
2024-07-27,Serbia,South Korea,1,1,Friendly,True
2024-07-28,Argentina,USA,2,1,Friendly,False
2024-07-30,Senegal,Ghana,5,1,Friendly,True
2024-07-31,Australia,Saudi Arabia,2,1,Friendly,False
2024-08-01,Poland,Ghana,2,3,Friendly,True
2024-08-02,Denmark,Ecuador,1,2,Friendly,True
2024-08-03,Denmark,Saudi Arabia,1,2,Friendly,True
2024-08-05,Poland,Costa Rica,1,1,Friendly,False
2024-08-06,Canada,Panama,3,0,Friendly,True
2024-08-07,Mexico,Poland,2,1,Friendly,False
2024-08-08,Denmark,Morocco,3,3,Friendly,False
2024-08-10,Brazil,USA,5,1,Friendly,False
2024-08-11,Switzerland,Saudi Arabia,1,0,Friendly,True
2024-08-12,Qatar,Switzerland,0,2,Friendly,True
2024-08-13,Argentina,Italy,1,1,Friendly,True
2024-08-15,Serbia,Ghana,2,3,Friendly,False
2024-08-16,Switzerland,Morocco,3,1,Friendly,False
2024-08-17,Canada,Portugal,0,2,Friendly,False
2024-08-18,Denmark,Ecuador,0,1,Friendly,False
2024-08-19,Australia,Ghana,1,0,Friendly,False
2024-08-21,Colombia,Japan,2,1,Friendly,False
2024-08-22,Canada,Colombia,2,2,Friendly,False
2024-08-23,Canada,Senegal,2,1,Friendly,True
2024-08-24,Brazil,Saudi Arabia,2,0,Friendly,True
2024-08-26,Spain,Portugal,1,3,Friendly,False
2024-08-27,Germany,Morocco,1,0,Friendly,False
2024-08-28,South Korea,USA,1,0,Friendly,False
2024-08-29,Australia,Netherlands,0,1,Friendly,False
2024-08-30,Ecuador,Switzerland,2,2,Friendly,False
2024-09-01,Costa Rica,Ecuador,1,0,Friendly,True
2024-09-02,Serbia,Canada,4,0,Friendly,False
2024-09-03,Ecuador,Colombia,1,0,Friendly,False
2024-09-04,France,Saudi Arabia,1,0,Friendly,False
2024-09-06,Costa Rica,Senegal,1,2,Friendly,False
2024-09-07,Morocco,USA,0,0,Friendly,False
2024-09-08,Denmark,Ecuador,2,1,Friendly,True
2024-09-09,Netherlands,Argentina,2,1,Friendly,False
2024-09-11,Germany,England,0,1,Friendly,False
2024-09-12,Spain,Mexico,3,0,Friendly,False
2024-09-13,France,Belgium,0,2,Friendly,False
2024-09-14,Portugal,Poland,3,0,Friendly,False
2024-09-15,Ecuador,USA,1,0,Friendly,False
2024-09-17,Panama,Mexico,1,4,Friendly,False
2024-09-18,Mexico,Ghana,2,2,Friendly,True
2024-09-19,Canada,Japan,3,3,Friendly,False
2024-09-20,Mexico,Costa Rica,3,0,Friendly,False
2024-09-22,Saudi Arabia,Australia,0,2,Friendly,True
2024-09-23,Costa Rica,Uruguay,1,0,Friendly,False
2024-09-24,Italy,Portugal,2,1,Friendly,False
2024-09-25,Australia,Serbia,5,2,Friendly,False
2024-09-27,Croatia,Costa Rica,1,0,Friendly,True
2024-09-28,Japan,Canada,2,1,Friendly,True
2024-09-29,Mexico,France,0,5,Friendly,False
2024-09-30,Senegal,Mexico,4,2,Friendly,False
2024-10-01,Poland,Portugal,2,1,Friendly,False
2024-10-03,USA,Costa Rica,3,2,Friendly,True
2024-10-04,Poland,Croatia,1,1,Friendly,False
2024-10-05,Mexico,Colombia,1,1,Friendly,True
2024-10-06,South Korea,Serbia,3,1,Friendly,False
2024-10-08,Switzerland,USA,2,0,Friendly,True
2024-10-09,Saudi Arabia,Japan,0,2,Friendly,True
2024-10-10,Ghana,Saudi Arabia,2,0,Friendly,True
2024-10-11,Senegal,England,1,1,Friendly,False
2024-10-13,Ghana,Brazil,1,4,Friendly,False
2024-10-14,Netherlands,Ecuador,2,1,Friendly,False
2024-10-15,Portugal,Canada,3,2,Friendly,False
2024-10-16,Switzerland,Denmark,2,0,Friendly,False
